,topic,words,primitives,category,primitives_corrected,primitives_corrected_1,primitives_corrected_2
365,365,"['psalm' 'text' 'vers' 'gezang' 'predikant' 'leeraar' 'predikte' 'leeraer'
 'veers' 'eerwaerde' 'vs' 'gemeente' 'israel' 'domine' 'geleesen' 'zingen'
 'job' 'gebed' 'david' 'godsdienst' 'toehoorders' 'dominee' 'singen'
 'predik' 'predikanten' 'woorden' 'psalmen' 'predikatie' 'deus' 'leer'
 'predikstoel' 'beroepen' 'gepredikt' 'gezongen' 'propheten' 'graft'
 'gerardus' 'geleerde' 'ps' 'pinck' 'kerck' 'beroep' 'redenvoering'
 'ouderling' 'kerk' 'heijl' 'jacob' 'ds' 'genaampt' 'gehat']",69,14,26,48,72
366,366,"['alckmaer' 'gheweer' 'remonstranten' 'etx' 'spangers' 'vurts' 'ghevangen'
 'dwelcke' 'uuijren' 'uut' 'mochten' 'burghers' 'voorschreven'
 'ghescooten' 'predicatie' 'huer' 'daerom' 'enich' 'scriven' 'prediken'
 'alcmaer' 'souden' 'daernae' 'soudaten' 'schoolmeesters' 'seyden' 'isser'
 'diewelcke' 'diet' 'pacienten' 'ghenaemt' 'tselve' 'mochte' 'papisten'
 'predicant' 'vanghenesse' 'waecken' 'houwen' 'schepene' 'predicanten'
 'twelck' 'sulxs' 'boeten' 'wesen' 'peyne' 'dierghelijcke' 'gheboden'
 'opte' 'ygelick' 'gheseyt']",68,13,67,104,114
367,367,"['seminaristen' 'stoeger' 'seminarist' 'theologant' 'joie' 'theologanten'
 'zeght' 'vounck' 'seminarie' 'noghtans' 'taefel' 'vraegen' 'gezeyt'
 'anderdaeghs' 'leeringe' 'antwoort' 'dater' 'zeggende' 'professores'
 'marant' 'refter' 'geenen' 'lesse' 'zeggen' 'lessen' 'aenstonts' 'zelf'
 'vraegt' 'wynige' 'directeurs' 'noghte' 'plat' 'hearn' 'wynigh'
 'gelooven' 'auteur' 'bisschoppelyke' 'magh' 'gerught' 'kwaed' 'woord'
 'quia' 'twintigh' 'provosten' 'uytgaen' 'waerheyd' 'welken' 'snaghs'
 'spreekt' 'onderteekenen']",68,4,58,47,69
368,368,"['tooren' 'vlag' 'spits' 'toorn' 'toorens' 'kerk' 'toren' 'klok'
 'geplaast' 'top' 'stadshuijs' 'glaezen' 'gespeeld' 'orgel' 'geplaatst'
 'oranje' 'werd' 'hek' 'verjaardag' 'uuren' 'dak' 'beschadigt' 'zag'
 'omloop' 'godsdienst' 'afgebrooken' 'septb' 'vlaggen' 'gemaakt'
 'veranderd' 'gebouwen' 'stadhuis' 'toorns' 'gebouwd' 'fraai' 'muuren'
 'klokken' 'uure' 'geluijd' 'vernieuwd' 'ijzere' 'hing' 'vercierd'
 'aanschouwen' 'onweer' 'wierd' 'geluid' 'straat' 'voorgevel' 'kerken']",68,10,49,84,68
369,369,"['maassluis' 'vlaardingen' 'jagers' 'enkhuizen' 'maas' 'schiedam'
 'hamburg' 'delfshaven' 'haring' 'direct' 'zeilen' 'vloot' 'rijp'
 'bestaande' 'direkt' 'rotterdam' 'jager' 'saamen' 'egmond' 'plaatsen'
 'samen' 'rivier' 'uit' 'gedestineert' 'plaatzen' 'leeuwarder' 'zee'
 'bestond' 'scheepen' 'ruiters' 'oorlogschepen' 'texel' 'bestaan'
 'enkhuisen' 'visscherij' 'noorderquartier' 'enkhuijzen' 'zuiderzee'
 'transport' 'kwamen' 'strand' 'naar' 'volgende' 'eiland' 'havens'
 'vangst' 'kust' 'stavoren' 'jagten' 'behalven']",67,10,53,18,31
370,370,"['cancelier' 'raedt' 'raede' 'greffiers' 'parlement' 'hertogh' 'raeden'
 'raedsheeren' 'welcken' 'staet' 'ridders' 'vlies' 'atrecht' 'camer'
 'genoemt' 'ridder' 'synen' 'secreten' 'presidenten' 'gelegentheyt'
 'cancellier' 'raedsheer' 'rechte' 'hertoghdom' 'raed' 'peeter' 'naeme'
 'sijnen' 'vranckryck' 'saecken' 'paleys' 'syne' 'oostenryck'
 'bourgoignen' 'keyser' 'naem' 'souverynen' 'synde' 'voorschreven'
 'rechter' 'vermaert' 'philips' 'syn' 'spagnien' 'grooten' 'geestelycke'
 'tydt' 'aerts' 'nicolas' 'bourgondien']",67,13,19,40,39
371,371,"['bre' 'spaeignen' 'geusen' 'franchoisen' 'stercke' 'aprijl' 'spaens'
 'hollantsche' 'franschen' 'belegh' 'gevlucht' 'maer' 'oorloch'
 'guarnijsoen' 'ostende' 'vyff' 'daer' 'sich' 'ende' 'turck' 'turcken'
 'conincx' 'borghers' 'volck' 'nochtans' 'christenen' 'sterck' 'dese'
 'hollanders' 'ettelijcke' 'ghenomen' 'coninginne' 'int' 'synde'
 'spaensche' 'vuyt' 'stucken' 'verovert' 'vlucht' 'spinola' 'iaer'
 'gentenaers' 'buijt' 'laetende' 'noch' 'dewelcke' 'belech' 'onderstaen'
 'ammonitie' 'garnisoen']",67,1,64,42,36
372,372,"['informeeren' 'raadsheer' 'gecommitteert' 'commissie' 'deezen' 'raad'
 'informatien' 'advocaat' 'zaaken' 'overigheid' 'holland' 'regenten'
 'respective' 'stad' 'procedeeren' 'hage' 'uit' 'gelderland' 'aldaar'
 'gedeputeerden' 'uedel' 'haarlem' 'had' 'gecommitteerde' 'vervoegen'
 'nader' 'ingezetenen' 'regeeringe' 'gequalificeerde' 'welke' 'regeering'
 'hove' 'gecommitteerd' 'gesteld' 'dienvolgende' 'justitie' 'kunnen'
 'einde' 'generaal' 'leiden' 'ed' 'mitsgaders' 'soodanige' 'steeden'
 'fiscaal' 'burgerye' 'dordrecht' 'magistraat' 'deeze' 'echter']",66,13,54,100,130
373,373,"['krijgsraad' 'ondergetekende' 'vaandrig' 'kapitein' 'vermeenen' 'achtb'
 'meerderheid' 'notulen' 'verzoek' 'hoyer' 'vaandel' 'gem'
 'recommandatien' 'deliberatien' 'handelwijze' 'minderheid' 'gedagten'
 'gedane' 'burgerij' 'laastleden' 'deswegens' 'resolutien' 'resolutie'
 'kunnen' 'zodanige' 'zaak' 'declaratoir' 'geresolveerd' 'derzelver'
 'agtb' 'andel' 'considiratien' 'verzoeken' 'request' 'magistraat' 'leden'
 'genoodschap' 'harmonie' 'ondergeteekende' 'geenzints' 'verzoekende'
 'vroedschap' 'demissie' 'nodige' 'namens' 'manhafte' 'geoordeeld'
 'verzogt' 'goedvinden' 'ondergetekenden']",64,4,43,55,44
374,374,"['waal' 'vloed' 'duim' 'maas' 'waardoor' 'plaatsen' 'rivier' 'huizen'
 'dijken' 'brak' 'water' 'plaatzen' 'hoogte' 'zeewater' 'ijs' 'dijk'
 'echter' 'gedeelte' 'geraakte' 'veroorzaakt' 'daardoor' 'doorgebroken'
 'aanmerkelijke' 'ontzettende' 'overstroomd' 'verscheidene' 'dagelijks'
 'gevaar' 'toen' 'maakte' 'nijmegen' 'watervloed' 'laag' 'verbazend' 'kon'
 'gezonken' 'buitengewone' 'naderhand' 'eerlang' 'gehele' 'ontstond'
 'vernield' 'waarvan' 'onderscheiden' 'kwam' 'heen' 'reeds' 'aanmerkelijk'
 'diep' 'golven']",63,9,51,52,73
375,375,"['broederschappen' 'broederschap' 'afgeschafte' 'effecten' 'edict'
 'goederen' 'renten' 'directeurs' 'vernietigde' 'actien' 'zullen'
 'uytgedrukt' 'artikel' 'lidmaeten' 'obligatien' 'schulden' 'inventaris'
 'beloop' 'benoeminge' 'gene' 'fondatien' 'uytgestrektheyd' 'kasse'
 'termyn' 'afgeschaft' 'verklaeren' 'gezeyde' 'penningen' 'werkende'
 'betaelinge' 'aengaet' 'bevelen' 'gemeyntens' 'elke' 'fondsen' 'geld'
 'zal' 'worden' 'mogen' 'onderhoud' 'drukken' 'committe' 'ontfangers'
 'onderscheyd' 'tegenwoordige' 'kerkmeesters' 'ontfang' 'kloosters'
 'acten' 'ingevalle']",63,4,46,39,46
376,376,"['meerderheijd' 'stemmen' 'perzoonen' 'verkiezen' 'vroedschaps'
 'vroedschappen' 'christelijke' 'artic' 'verkoren' 'purmerende'
 'regeringe' 'prezident' 'voorsz' 'vroedschap' 'octrooij' 'perzonen'
 'steede' 'dubbeld' 'kiezen' 'dezelven' 'meesteren' 'voortaen'
 'burgermeesteren' 'zaeken' 'behoren' 'tegenwoordige' 'briefjes'
 'vastgesteld' 'verkiezing' 'regenten' 'regeeringe' 'colom' 'vacature'
 'electie' 'stem' 'gekoren' 'wettig' 'bestaen' 'mogen' 'vaceerende'
 'zullen' 'agten' 'verpligt' 'burgemeesteren' 'aengesteld' 'gereformeerde'
 'verklaerd' 'handvesten' 'ampten' 'goedgevonden']",62,2,43,51,54
377,377,"['schietspel' 'weerdig' 'vogels' 'wisselgelt' 'waervoor' 'oppersten'
 'bestaende' 'opgestelt' 'kroonen' 'gilde' 'vogel' 'zilvere' 'gilden'
 'gelijcke' 'toer' 'loting' 'consideratie' 'afgeschoten' 'gildens'
 'prijsen' 'liefhebbers' 'schieten' 'ider' 'vogelen' 'schellingen'
 'opperste' 'getroffen' 'tesaemen' 'plichtige' 'weerdigh' 'herberge'
 'behalvens' 'degene' 'drij' 'guldens' 'prysen' 'teekens' 'vergult'
 'voorop' 'twalf' 'silvere' 'treijn' 'betaelen' 'vereert' 'naermiddag'
 'hetzelve' 'prys' 'elk' 'afschieten' 'mindere']",62,4,58,62,53
378,378,"['besteld' 'aarde' 'bijgewoond' 'lijk' 'vriend' 'naam' 'bekend' 'nijdam'
 'leeraar' 'begravenis' 'jezus' 'had' 'zie' 'bottema' 'maakte' 'kind'
 'zaak' 'oldeboorn' 'weduw' 'droefheid' 'kon' 'vleer' 'gesteld' 'zich'
 'werd' 'luiden' 'denzelve' 'stadhuis' 'daarna' 'laatste' 'maatschappij'
 'deze' 'tijd' 'gepleegd' 'naast' 'hand' 'aan' 'doopsgezinde' 'enz'
 'niemand' 'onzer' 'oorzaak' 'terstond' 'oudste' 'eigen' 'echtgenote'
 'gaan' 'kerkhof' 'kerk' 'buiten']",61,5,57,16,24
379,379,"['baten' 'huysvrouwe' 'margarita' 'wyf' 'huysvrouw' 'peter' 'geboren'
 'dresens' 'willem' 'vader' 'anna' 'saeck' 'arbeyt' 'salicheyt' 'nochtans'
 'seelant' 'gelegentheyt' 'suster' 'vrouwe' 'xvc' 'johan' 'twelck' 'opten'
 'uuten' 'wesende' 'cleyn' 'spangers' 'godtshuyse' 'gratien' 'gemaeckt'
 'voorseyde' 'vrunden' 'toecomende' 'mochten' 'sterff' 'middach' 'syns'
 'couwenhoven' 'reysen' 'goes' 'esser' 'soe' 'goetheyt' 'vadere' 'totten'
 'maria' 'syn' 'out' 'gecomen' 'nyet']",61,5,58,31,32
380,380,"['mad' 'koper' 'huur' 'opcenten' 'percelen' 'verhuurd' 'kosten' 'perceel'
 'zathe' 'buiten' 'betaald' 'stuk' 'ongeveer' 'pondematen' 'eigen'
 'koopmans' 'leppedijk' 'verkocht' 'gehuurd' 'geld' 'gekocht' 'zamen'
 'behorende' 'beetsterzwaag' 'hierbij' 'pondemate' 'eigenaar' 'stuiv'
 'bunder' 'bedongen' 'modder' 'vroeger' 'koop' 'guld' 'gld' 'dijkstra'
 'krijgen' 'bottema' 'vanaf' 'eigenaars' 'kleine' 'penning' 'ieder'
 'gerekend' 'molen' 'eigendom' 'weduw' 'besteed' 'somma' 'zie']",61,6,28,57,62
381,381,"['wolkachtig' 'motbuitjes' 'verhelderd' 'betrekt' 'verdund' 'wolkentjes'
 'verheldert' 'wolkens' 'buiachtig' 'verdonkerd' 'dijzig' 'enkelde'
 'zeedampen' 'verdikt' 'voormiddags' 'windje' 'broeische' 'verdonkert'
 'vaak' 'zwoel' 'wakkert' 'betrokken' 'westelijk' 'daauw' 'verdikkende'
 'mottig' 'rooklucht' 'welhaast' 'dikke' 'zuidelijk' 'gekrompen'
 'namiddags' 'doodstil' 'soms' 'stilt' 'kleine' 'maakt' 'krimpend' 'eigen'
 'zich' 'verteerd' 'bleek' 'noordelijk' 'oostelijk' 'mooi' 'eindelijk'
 'verbeterd' 'gestild' 'kimmen' 'zelfde']",60,3,59,4036,403
382,382,"['extract' 'hogerwaard' 'resolutien' 'achtbaare' 'accordeert' 'resolutie'
 'no' 'onderstond' 'agtbaare' 'goedgevonden' 'achtb' 'geteekent' 'brielle'
 'edele' 'deezen' 'notulen' 'regeerders' 'aangaat' 'burgemeesteren'
 'vroedschappen' 'deeser' 'achtbare' 'dato' 'num' 'verstaan' 'uedel'
 'deezer' 'burgermeesteren' 'geeven' 'magistraat' 'geinsereert' 'inhoud'
 'handvesten' 'goedvinden' 'gedelibereert' 'missive' 'ondergetekenden'
 'meerderheid' 'minderheid' 'nadere' 'eyk' 'gedaane' 'vervat' 'ed'
 'ondergeteekende' 'voorschreeve' 'deliberatien' 'vertaelinge' 'stad'
 'berustende']",59,2,48,116,99
383,383,"['mher' 'rudder' 'ruddere' 'maistre' 'riddere' 'broucke' 'franchois'
 'hooghe' 'heere' 'bellem' 'ridder' 'carpentier' 'della' 'jo' 'etc'
 'emanuel' 'platse' 'maijesteijt' 'baron' 'faille' 'bailliu' 'grave'
 'denijs' 'vander' 'camp' 'raedt' 'vanden' 'voorschepen' 'stede' 'louijs'
 'charles' 'burghmeester' 'sersanders' 'camere' 'marquis' 'joos'
 'oorlooghe' 'triest' 'joncheer' 'walle' 'crombrugghe' 'ghedeele' 'sijne'
 'anthone' 'her' 'jaecques' 'bap' 'edelman' 'jacques' 'dheer']",59,12,29,28,17
384,384,"['verdragen' 'voorss' 'predicatien' 'genaedige' 'beijden' 'begeeren'
 'geleerden' 'religien' 'halden' 'cesseren' 'predicanten' 'solden'
 'coomen' 'sulcke' 'beyden' 'predicatie' 'religie' 'obedientie' 'saecken'
 'genaede' 'rebellie' 'willen' 'aengaende' 'beyde' 'vlecken' 'voorsijde'
 'sich' 'ondersaten' 'gewilt' 'sullen' 'moegen' 'gehalden' 'seeckere'
 'souden' 'mach' 'onse' 'wesen' 'gelyck' 'ist' 'holden' 'welck' 'weecken'
 'sall' 'seecker' 'raedt' 'predicant' 'placcaten' 'predicken'
 'coninglijcke' 'ordinantie']",57,14,44,39,45
385,385,"['penninghen' 'dobbel' 'advenant' 'qr' 'blancken' 'myten' 'oirt' 'nobel'
 'stuvers' 'xxviij' 'xviij' 'xxx' 'vlaems' 'iij' 'myte' 'vierendeel'
 'halven' 'xl' 'xvj' 'viij' 'xxiiij' 'gouden' 'ij' 'xxix' 'stuver' 'iz'
 'munten' 'daelders' 'penninck' 'croon' 'xxv' 'iiij' 'dobbele' 'schilt'
 'ierst' 'penningen' 'vj' 'cccc' 'xxiij' 'metter' 'xiij' 'gulden'
 'dobbelen' 'pachten' 'xix' 'ganck' 'vij' 'xxij' 'daelder' 'xxxv']",57,6,13,38,45
386,386,"['ontvanger' 'rijks' 'belastingen' 'hellema' 'kantoor' 'ontvangen'
 'betaling' 'belasting' 'sluiten' 'betaald' 'verantwoording' 'werkzaam'
 'kerkvoogd' 'ingezetenen' 'onderwijzer' 'maanden' 'personeel'
 'landbouwer' 'mun' 'deszelfs' 'onledig' 'bekend' 'verschuldigde'
 'bestuur' 'aangesteld' 'daartoe' 'besluit' 'municipaliteit' 'domeinen'
 'schuld' 'verponding' 'verklaard' 'lands' 'omslag' 'had' 'geld' 'voldoen'
 'franken' 'ondersteund' 'voldaan' 'aanslag' 'heerlykheid' 'vastgesteld'
 'grietenij' 'voorbeeld' 'benoemd' 'wirdum' 'achting' 'hunner' 'zoon']",56,2,44,59,41
387,387,"['sij' 'saegen' 'nogh' 'seijden' 'haer' 'naght' 'weijnigh' 'wegh' 'geusen'
 'sitten' 'siende' 'souden' 'seggende' 'sagen' 'borgers' 'weert' 'moghten'
 'dingen' 'begeerde' 'horne' 'sloegen' 'vrinden' 'meijnden' 'susteren'
 'niemant' 'hoorden' 'saemen' 'lieten' 'malckanderen' 'sette' 'seijde'
 'saeten' 'genoegh' 'wisten' 'welck' 'soodat' 'vonden' 'mater' 'genaede'
 'riepen' 'sulcke' 'crigen' 'gelijck' 'plonderen' 'stillekens' 'dagh'
 'honger' 'hoorende' 'maeckten' 'kneghten']",56,1,48,47,50
388,388,"['senatus' 'consulte' 'conscriptie' 'garde' 'besluyt' 'ban' 'communen'
 'nationale' 'bepaeld' 'uytwerkinge' 'departementen' 'aengewezen' 'wyze'
 'organisatie' 'zal' 'conscrits' 'aendeel' 'aenbieden' 'gelast' 'zullen'
 'departement' 'schikkingen' 'grondregels' 'oorlogs' 'zyn' 'corps'
 'civique' 'trekken' 'gardes' 'grenadiers' 'inwendig' 'krygs' 'ingevolge'
 'prefect' 'noodig' 'police' 'art' 'graed' 'rekenen' 'duyzend'
 'dispositien' 'grondgebied' 'aengeplakt' 'volgens' 'verklaerd' 'magt'
 'meyers' 'tyd' 'behelst' 'legioen']",56,2,40,97,104
389,389,"['zaandam' 'kwaamen' 'kwamen' 'moest' 'waar' 'kwam' 'kon' 'paarden' 'toen'
 'maakte' 'paard' 'heen' 'schuyte' 'alwaar' 'gaan' 'wormerveer' 'paarde'
 'maar' 'na' 'naar' 'plaas' 'daan' 'weeder' 'had' 'kreeg' 'maakten' 'rug'
 'heb' 'weg' 'daar' 'waaren' 'trokken' 'gevaar' 'markt' 'terstond'
 'meenigte' 'koomen' 'daags' 'gereed' 'haalen' 'geld' 'terug' 'vlag'
 'krijgen' 'geraakten' 'aldaar' 'komst' 'betaald' 'zodat' 'geplaatst']",55,10,47,58,52
390,390,"['continuerden' 'reidts' 'maren' 'maeren' 'gealierde' 'canten'
 'continuerde' 'enghelschen' 'jannuarius' 'brusselen' 'bequam' 'vivers'
 'enghelsche' 'soom' 'doort' 'vranckerijck' 'sulckx' 'platsen' 'cronijke'
 'pruijsen' 'tijdinghe' 'coninginne' 'inghenomen' 'alnoch' 'gheslaghen'
 'briven' 'koninckx' 'bagasie' 'vijanden' 'waghens' 'belegh' 'leghers'
 'legher' 'sterckten' 'peijs' 'verovert' 'enghelant' 'datmen' 'verstont'
 'troepen' 'schotlant' 'becomen' 'pretendent' 'beleghert' 'maent' 'julius'
 'datter' 'alst' 'allen' 'tydt']",55,8,54,194,121
391,391,"['obijt' 'ecclesia' 'loco' 'etiam' 'cum' 'franc' 'vero' 'quod' 'hoc' 'ac'
 'omnibus' 'et' 'esse' 'ad' 'sunt' 'nisi' 'hic' 'dominus' 'ecclesie'
 'quis' 'non' 'sed' 'petrus' 'qua' 'nobis' 'quia' 'inter' 'pro'
 'guillaume' 'fuit' 'ontfangher' 'guill' 'baptiste' 'rex' 'ex' 'ob' 'nos'
 'omnes' 'ita' 'est' 'joos' 'domino' 'jul' 'autem' 'ut' 'fideles' 'si'
 'carolus' 'joannes' 'cardon']",54,15,35,90,87
392,392,"['moogt' 'toenaem' 'landthuijs' 'vrijen' 'crimineelen' 'overtuijgt'
 'stijle' 'andersints' 'gewoont' 'beleden' 'geboortig' 'vervoordert'
 'correctiehuijs' 'lest' 'oudt' 'gij' 'gebleken' 'uwen' 'heesch' 'eijnden'
 'tentoongestelt' 'ijzers' 'geapparendeert' 'dieften' 'begaen' 'braeke'
 'placaeten' 'gegeesselt' 'gecondemneert' 'regtveerdige' 'hebt' 'faiten'
 'zijt' 'scherpregter' 'parochie' 'vangenisse' 'placaet' 'jongman'
 'exempel' 'begaene' 'regtsbank' 'straffe' 'jaeren' 'schavot'
 'vierschaere' 'laste' 'zooverre' 'gebannen' 'geexecuteert' 'gemakt']",53,7,46,22,81
393,393,"['doorbraak' 'kade' 'gat' 'dijk' 'water' 'gaten' 'duym' 'leck' 'diep'
 'doorgebroken' 'leggende' 'dijken' 'zeewater' 'weerd' 'gestopt' 'vloed'
 'dwars' 'plaatsen' 'duymen' 'gelopen' 'lengte' 'overstroomd' 'lagen'
 'hoogte' 'heen' 'zeedijk' 'liep' 'zuyden' 'palen' 'rijn' 'leggen'
 'planken' 'breed' 'brak' 'gevaar' 'dyk' 'geheel' 'weg' 'laag' 'dijkgraaf'
 'saturdag' 'noordwesten' 'vaart' 'dieper' 'paal' 'gedeelte' 'hoog'
 'gemaakt' 'voeten' 'dyken']",53,9,50,46,59
394,394,"['biddag' 'almogenden' 'ingestelt' 'confrerie' 'gebeden' 'lof' 'smeeken'
 'solemnele' 'ingesteld' 'alderheyligste' 'alderheijligste' 'hanswijck'
 'expositie' 'gesongen' 'godt' 'dancken' 'clergie' 'voorspraek'
 'processie' 'droogte' 'miraculeus' 'bidden' 'verlossinge' 'parochien'
 'hemel' 'misse' 'eerweerdigsten' 'segen' 'parochiaele' 'onslivrouw'
 'hoogw' 'solemneel' 'jubile' 'overvloet' 'savonds' 'kloosters' 'hemels'
 'broederschap' 'menschen' 'missen' 'sag' 'kouden' 'republieq' 'wird'
 'zegen' 'loff' 'behoudenis' 'gudula' 'kercken' 'keer']",53,14,43,23,32
395,395,"['nonne' 'suster' 'comissarius' 'mertens' 'prior' 'religien' 'gecleet'
 'ontfinck' 'habijt' 'godtshuyse' 'professie' 'bethanien' 'priorinne'
 'xxiij' 'magdalena' 'convente' 'godtshuys' 'xxiiij' 'elisabeth' 'xvic'
 'convent' 'bruyt' 'xviij' 'iij' 'inden' 'habyt' 'xxij' 'catharina' 'anna'
 'mater' 'pater' 'onsen' 'julius' 'xiij' 'wesende' 'xix' 'elst' 'xvij'
 'maria' 'jare' 'religioes' 'barbara' 'xxx' 'nonnen' 'dach' 'xij'
 'geheeten' 'sterf' 'out' 'nieuwer']",52,14,45,74,58
396,396,"['noortmannen' 'vranckrijcke' 'gheruineert' 'carle' 'gebruijcken'
 'omligghende' 'sarasijnen' 'sulcx' 'datmen' 'sij' 'connen' 'oversulcx'
 'eenich' 'ghelijck' 'gheraecken' 'connende' 'conden' 'dese' 'ruijne'
 'landt' 'buijt' 'guij' 'gheen' 'maecken' 'voorsijde' 'commen' 'jerusolem'
 'oorloghe' 'gheseijt' 'eijghen' 'ende' 'sulck' 'coopen' 'baudewijn'
 'altijt' 'conde' 'alsoo' 'menich' 'ghemeente' 'soucken' 'gheldt' 'co'
 'jaere' 'wesen' 'sulcken' 'daermede' 'datter' 'waermede' 'stercke' 'cost']",52,12,3,8,16
397,397,"['schodtlandt' 'gheregiert' 'regieren' 'sone' 'regierde' 'co' 'ghetrauwt'
 'ghestorven' 'regieringhe' 'rijcke' 'sijnen' 'huijsvrauwe' 'vranckrijcke'
 'gheseijt' 'jaere' 'henricus' 'traude' 'philippus' 'sijns' 'succederen'
 'carole' 'ghecroont' 'overleedt' 'keijser' 'coninck' 'vaeder'
 'ferdinandus' 'carolus' 'koninck' 'loijs' 'haeren' 'ghetraut' 'jaeren'
 'regierijnghe' 'coninghen' 'dochter' 'welcken' 'robert' 'oostenrijck'
 'bourgoignen' 'gheboren' 'rijck' 'sijn' 'successie' 'philips' 'joannes'
 'anno' 'vergaederinghe' 'sekeren' 'joanna']",52,12,3,3,5
398,398,"['brouwer' 'gekoght' 'woonende' 'vercogt' 'jacob' 'corn' 'cornelis'
 'adriaen' 'couwenhoven' 'jan' 'claes' 'hoeck' 'pieter' 'smit' 'besemer'
 'gerrit' 'cooper' 'marcelis' 'diestersche' 'huys' 'rentier' 'daniel'
 'kleyne' 'meijde' 'verhuert' 'iersche' 'wooninge' 'verwer' 'simon'
 'mindebroeders' 'fondatie' 'doghter' 'abraham' 'gewese' 'barbara'
 'vercoght' 'janss' 'dirk' 'adriaan' 'jansz' 'huysen' 'will' 'willem'
 'publiekelyk' 'hugo' 'hend' 'claas' 'schagen' 'godshuys' 'buijs']",51,4,39,43,38
399,399,"['vrauwe' 'compt' 'vernieuwt' 'tsavonts' 'hooghe' 'vanden' 'siene' 'wort'
 'ghent' 'inghestelt' 'opden' 'justicie' 'ghebooren' 'haerlieder'
 'donnaes' 'ghestelt' 'vande' 'sinte' 'int' 'ghemackt' 'camere'
 'dijversche' 'camer' 'datmen' 'ghedaen' 'metten' 'logieren' 'daermen'
 'ande' 'ghevonden' 'vander' 'rodrigo' 'vertooghen' 'aultaer' 'platse'
 'gheweest' 'ghemaect' 'wierter' 'ghendt' 'hanghen' 'wesende' 'franchois'
 'beijaert' 'gherecht' 'clocke' 'sommighe' 'midts' 'ghehangen' 'abdie'
 'uuijt']",51,10,19,30,39
400,400,"['verso' 'fo' 'siet' 'pollitiebouck' 'folio' 'ghevels' 'brauwerie'
 'vischmarct' 'dico' 'marcten' 'ghent' 'pollicieboeck' 'cleine' 'ande'
 'ghevel' 'ghevisiteert' 'vande' 'beenhuijs' 'weghens' 'visitacije'
 'ghebueren' 'mre' 'bouck' 'ordinnaire' 'debvoiren' 'different' 'devooren'
 'hemonij' 'geseit' 'raeckende' 'beelfroot' 'nicolais' 'gheseit' 'stede'
 'clein' 'voorseide' 'nicolaijs' 'vant' 'ant' 'ghewichte' 'aude' 'an'
 'caracena' 'nieu' 'coorenaert' 'louijs' 'nieuwen' 'cauter' 'voorghebodt'
 'baudeloo']",51,10,8,23,25
401,401,"['grossier' 'boers' 'zeep' 'handelwijze' 'magistraats' 'magistraat'
 'meerderheid' 'reedenen' 'præsident' 'aanstelling' 'zout' 'versoek'
 'saak' 'gedaane' 'saake' 'minderheid' 'maaken' 'geadmitteert'
 'burgermeesteren' 'leeden' 'gelegentheid' 'admissie' 'lankhorst'
 'poortermans' 'uedel' 'conclusie' 'burgermr' 'saaken' 'conform'
 'begeving' 'goedvinden' 'resolutien' 'relatie' 'recommandatien'
 'verklaaren' 'wettig' 'vergadering' 'beedigt' 'krijger' 'sustenue'
 'kunnen' 'regeering' 'deliberatien' 'teegen' 'omstandigheeden'
 'aangesteld' 'gem' 'vraagen' 'teffens' 'wijze']",51,2,36,47,60
402,402,"['lib' 'bonifacius' 'schot' 'pag' 'zie' 'boek' 'geleerd' 'gregorius'
 'christ' 'heilig' 'magtig' 'waarheid' 'hilonius' 'verhaal' 'vriesland'
 'keizer' 'echter' 'clemens' 'eeuw' 'geplaatst' 'ouds' 'cap' 'iseghem'
 'lands' 'beschrijving' 'kort' 'jaar' 'blykt' 'nood' 'vind' 'quod'
 'heiligen' 'staaten' 'noemt' 'blijkt' 'inwoners' 'waardig' 'aloude'
 'gezegd' 'strand' 'voornaamste' 'juist' 'krijgsgevangen' 'luidende'
 'bladz' 'volken' 'verhaalt' 'fijke' 'onderscheiden' 'heerlykheid']",50,12,18,17,19
403,403,"['jansz' 'pietersz' 'verwer' 'janss' 'schagen' 'claesz' 'jacobsz' 'claes'
 'cornelis' 'heyndrick' 'willemsz' 'jacob' 'dirck' 'besemer' 'gerrit'
 'evert' 'brouwer' 'gerritsz' 'couwenhoven' 'jacopsen' 'burgery'
 'sonnemans' 'schout' 'cornelisz' 'smit' 'jansen' 'gerret' 'wolf' 'pieter'
 'berckel' 'vurts' 'burgemeesteren' 'adriaan' 'claas' 'symon' 'voorjaer'
 'joost' 'hendrik' 'dijckgraeff' 'wouter' 'burgemeesters' 'willem' 'dirk'
 'ouden' 'thesoriers' 'dirrick' 'meijde' 'janse' 'johan' 'foreest']",50,4,30,70,71
404,404,"['cassel' 'maestrigt' 'hessen' 'prins' 'gemarcheert' 'commando' 'trouppes'
 'infantery' 'cavallery' 'tyding' 'inf' 'armee' 'anderendaags' 'batt'
 'hertog' 'agtermiddag' 'party' 'aken' 'regimenten' 'gepasseert' 'gaande'
 'campement' 'battaillons' 'garnizoen' 'frederik' 'uit' 'trokken' 'luik'
 'hussaren' 'geallieerden' 'dragonders' 'luitenant' 'snagts' 'duitsland'
 'comm' 'franze' 'lossen' 'fredrik' 'hollandsche' 'enige' 'by' 'sich'
 'aangekomen' 'nassau' 'gekomen' 'ammunitie' 'infanterie' 'greven' 'baden'
 'komende']",49,8,44,74,237
